index,cohorte_passage,gd_discipline,reussite_3_ans,passage_en_l2_2_ans,reussite_3_4_ans,reorientation_en_dut,redoublement_en_l1,effectif_neobacheliers_reussite,discipline_lib,effectif_neobacheliers_passage,sexe_lib,serie_bac,gd_discipline_lib,age_au_bac_lib,passage_en_l2_1_2_ans,discipline,sexe,mention_bac,age_au_bac,passage_en_l2_1_an,reorientation_en_dut_1_an,reorientation_en_dut_2_ans,sect_disciplinaire_lib,reussite_4_ans,serie_bac_lib,mention_bac_lib,sect_disciplinaire,cohorte_reussite
5194,2014,SI,0.0,1.0,0.0,0.0,4.0,4.0,Sciences fondamentales et applications,9.0,Homme,4,Sciences et sciences de l'ingénieur,En retard d'un an,2.0,15,1,C,R1,1.0,0.0,0.0,Informatique,0.0,BAC STMG,Assez bien,14,2012
5195,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Homme,4,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,C,R2,0.0,0.0,0.0,Informatique,,BAC STMG,Assez bien,14,2012
5196,2014,SI,0.0,0.0,0.0,0.0,0.0,2.0,Sciences fondamentales et applications,1.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,P,R1,0.0,0.0,0.0,Informatique,0.0,BAC technologique hors STMG,Passable deuxième groupe,14,2012
5197,2014,SI,0.0,0.0,1.0,0.0,1.0,3.0,Sciences fondamentales et applications,1.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,2,Q,R0,0.0,0.0,0.0,"Électronique, génie électrique",1.0,BAC S,Inconnue,15,2012
5198,2014,SI,1.0,,2.0,,,10.0,Sciences fondamentales et applications,,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,,15,1,P,R1,,,,"Électronique, génie électrique",1.0,BAC S,Passable deuxième groupe,15,2012
5199,2014,SI,0.0,,1.0,,,2.0,Sciences fondamentales et applications,,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,,15,1,D,R0,,,,"Électronique, génie électrique",1.0,BAC technologique hors STMG,Passable premier groupe,15,2012
5200,2014,SI,0.0,,0.0,,,3.0,Sciences fondamentales et applications,,Homme,5,Sciences et sciences de l'ingénieur,En retard d'un an,,15,1,P,R1,,,,"Électronique, génie électrique",0.0,BAC technologique hors STMG,Passable deuxième groupe,15,2012
5201,2014,SI,0.0,1.0,0.0,0.0,0.0,1.0,Sciences fondamentales et applications,25.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,16.0,15,1,A,R0,15.0,0.0,0.0,Technologie et sciences industrielles,0.0,BAC S,Très bien,16,2012
5202,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Femme,4,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,2,D,R0,0.0,0.0,0.0,Technologie et sciences industrielles,,BAC STMG,Passable premier groupe,16,2012
5203,2014,SI,0.0,1.0,0.0,0.0,1.0,1.0,Sciences fondamentales et applications,4.0,Homme,5,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,15,1,P,R1,0.0,0.0,0.0,Technologie et sciences industrielles,0.0,BAC technologique hors STMG,Passable deuxième groupe,16,2012
5204,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,Sciences fondamentales et applications,2.0,Homme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,D,R2,0.0,0.0,0.0,Technologie et sciences industrielles,0.0,BAC technologique hors STMG,Passable premier groupe,16,2012
5205,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,1.0,15,2,Q,R4,1.0,0.0,0.0,Technologie et sciences industrielles,,BAC professionnel,Inconnue,16,2012
5206,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,Q,R1,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC ES,Inconnue,41,2012
5207,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Femme,2,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,C,R1,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC ES,Assez bien,41,2012
5208,2014,SI,1.0,0.0,1.0,0.0,1.0,1.0,Sciences fondamentales et applications,2.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,2,Q,R0,1.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,0.0,BAC S,Inconnue,41,2012
5209,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,1.0,Homme,4,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,1,D,R0,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC STMG,Passable premier groupe,41,2012
5210,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,Sciences fondamentales et applications,2.0,Femme,2,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,P,R1,0.0,0.0,0.0,Mathématique et informatique,0.0,BAC ES,Passable deuxième groupe,42,2012
5211,2014,SI,0.0,0.0,0.0,0.0,2.0,1.0,Sciences fondamentales et applications,3.0,Homme,2,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,D,R2,0.0,0.0,0.0,Mathématique et informatique,0.0,BAC ES,Passable premier groupe,42,2012
5212,2014,SI,8.0,1.0,10.0,4.0,2.0,27.0,Sciences fondamentales et applications,27.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,22.0,15,2,C,R0,21.0,3.0,1.0,Mathématique et informatique,2.0,BAC S,Assez bien,42,2012
5213,2014,SI,0.0,0.0,0.0,0.0,0.0,1.0,Sciences fondamentales et applications,2.0,Femme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,2,D,R0,0.0,0.0,0.0,Mathématique et informatique,0.0,BAC technologique hors STMG,Passable premier groupe,42,2012
5214,2014,SI,0.0,0.0,0.0,0.0,0.0,1.0,Sciences fondamentales et applications,1.0,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,2,B,R0,1.0,0.0,0.0,Physique et chimie,0.0,BAC ES,Bien,43,2012
5215,2014,SI,1.0,1.0,1.0,0.0,5.0,17.0,Sciences fondamentales et applications,10.0,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,4.0,15,1,P,R2,3.0,0.0,0.0,Physique et chimie,0.0,BAC S,Passable deuxième groupe,43,2012
5216,2014,SI,0.0,0.0,0.0,0.0,1.0,2.0,Sciences fondamentales et applications,4.0,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,1,P,R0,0.0,0.0,0.0,Physique et chimie,0.0,BAC technologique hors STMG,Passable deuxième groupe,43,2012
5217,2014,SI,1.0,0.0,1.0,0.0,0.0,2.0,Sciences fondamentales et applications,1.0,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,2,A,R0,1.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC ES,Très bien,68,2012
5218,2014,SI,18.0,5.0,20.0,2.0,3.0,60.0,Sciences fondamentales et applications,106.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,99.0,15,1,A,R0,94.0,1.0,1.0,Pluridisciplinaire sciences fondamentales et applications,2.0,BAC S,Très bien,68,2012
5219,2014,SI,0.0,0.0,0.0,0.0,0.0,1.0,Sciences fondamentales et applications,1.0,Femme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,1.0,15,2,Q,R2,1.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC S,Inconnue,68,2012
5220,2014,DSA,18.0,7.0,22.0,0.0,13.0,29.0,"Droit, sciences politiques",65.0,Femme,1,"Droit, gestion, économie, AES",En retard d'un an,49.0,1,2,B,R1,42.0,0.0,0.0,Sciences juridiques,4.0,BAC L,Bien,36,2012
5221,2014,DSA,447.0,37.0,486.0,10.0,39.0,526.0,"Droit, sciences politiques",909.0,Femme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,854.0,1,2,A,R0,817.0,7.0,3.0,Sciences juridiques,39.0,BAC ES,Très bien,36,2012
5222,2014,DSA,3.0,0.0,6.0,0.0,0.0,7.0,"Droit, sciences politiques",9.0,Homme,2,"Droit, gestion, économie, AES",En retard d'un an,7.0,1,1,A,R1,7.0,0.0,0.0,Sciences juridiques,3.0,BAC ES,Très bien,36,2012
5223,2014,DSA,10.0,6.0,17.0,0.0,12.0,43.0,"Droit, sciences politiques",27.0,Femme,2,"Droit, gestion, économie, AES",En retard d'un an,12.0,1,2,Q,R1,6.0,0.0,0.0,Sciences juridiques,7.0,BAC ES,Inconnue,36,2012
5224,2014,DSA,7.0,29.0,19.0,3.0,65.0,80.0,"Droit, sciences politiques",137.0,Homme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,41.0,1,1,C,R0,12.0,3.0,0.0,Sciences juridiques,12.0,BAC STMG,Assez bien,36,2012
5225,2014,DSA,2.0,0.0,2.0,0.0,0.0,2.0,"Droit, sciences politiques",1.0,Homme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,1,1,B,R2,0.0,0.0,0.0,Sciences juridiques,0.0,BAC technologique hors STMG,Bien,36,2012
5226,2014,DSA,1.0,0.0,1.0,0.0,0.0,1.0,"Droit, sciences politiques",3.0,Homme,1,"Droit, gestion, économie, AES",A l'heure ou en avance,3.0,1,1,A,R0,3.0,0.0,0.0,Sciences politiques,0.0,BAC L,Très bien,37,2012
5227,2014,DSA,1.0,,1.0,,,1.0,"Droit, sciences politiques",,Homme,3,"Droit, gestion, économie, AES",En retard d'un an,,1,1,C,R1,,,,Sciences politiques,0.0,BAC S,Assez bien,37,2012
5228,2014,DSA,1.0,,1.0,,,1.0,"Droit, sciences politiques",,Femme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,,1,2,A,R0,,,,Sciences politiques,0.0,BAC STMG,Très bien,37,2012
5229,2014,DSA,0.0,0.0,0.0,1.0,0.0,1.0,"Droit, sciences politiques",2.0,Homme,4,"Droit, gestion, économie, AES",En retard d'un an,1.0,1,1,C,R1,1.0,1.0,0.0,Sciences politiques,0.0,BAC STMG,Assez bien,37,2012
5230,2014,DSA,138.0,1.0,203.0,1.0,4.0,317.0,"Droit, sciences politiques",21.0,Femme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,18.0,1,2,C,R0,17.0,0.0,1.0,"Pluridisciplinaire droit, sciences politiques",65.0,BAC ES,Assez bien,61,2012
5231,2014,DSA,6.0,,10.0,,,19.0,"Droit, sciences politiques",,Femme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,,1,2,Q,R0,,,,"Pluridisciplinaire droit, sciences politiques",4.0,BAC ES,Inconnue,61,2012
5232,2014,DSA,,0.0,,0.0,1.0,,"Droit, sciences politiques",1.0,Homme,3,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,1,1,Q,R2,0.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",,BAC S,Inconnue,61,2012
5233,2014,DSA,0.0,,0.0,,,9.0,"Droit, sciences politiques",,Homme,4,"Droit, gestion, économie, AES",En retard d'un an,,1,1,P,R1,,,,"Pluridisciplinaire droit, sciences politiques",0.0,BAC STMG,Passable deuxième groupe,61,2012
5234,2014,DSA,0.0,,0.0,,,1.0,"Droit, sciences politiques",,Homme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,,1,1,P,R0,,,,"Pluridisciplinaire droit, sciences politiques",0.0,BAC technologique hors STMG,Passable deuxième groupe,61,2012
5235,2014,DSA,2.0,0.0,2.0,0.0,1.0,6.0,"Sciences économiques, gestion",1.0,Femme,1,"Droit, gestion, économie, AES",A l'heure ou en avance,0.0,2,2,D,R0,0.0,0.0,0.0,Sciences économiques,0.0,BAC L,Passable premier groupe,38,2012
5236,2014,DSA,33.0,3.0,39.0,0.0,3.0,47.0,"Sciences économiques, gestion",40.0,Femme,3,"Droit, gestion, économie, AES",A l'heure ou en avance,35.0,2,2,B,R0,32.0,0.0,0.0,Sciences économiques,6.0,BAC S,Bien,38,2012
5237,2014,DSA,13.0,10.0,17.0,1.0,12.0,33.0,"Sciences économiques, gestion",54.0,Femme,3,"Droit, gestion, économie, AES",A l'heure ou en avance,45.0,2,2,D,R0,35.0,1.0,0.0,Sciences de gestion,4.0,BAC S,Passable premier groupe,39,2012
5238,2014,DSA,7.0,3.0,11.0,0.0,6.0,23.0,"Sciences économiques, gestion",21.0,Homme,3,"Droit, gestion, économie, AES",En retard d'un an,14.0,2,1,D,R1,11.0,0.0,0.0,Sciences de gestion,4.0,BAC S,Passable premier groupe,39,2012
5239,2014,DSA,1.0,,1.0,,,1.0,"Sciences économiques, gestion",,Femme,3,"Droit, gestion, économie, AES",En retard d'un an,,2,2,B,R1,,,,Sciences de gestion,0.0,BAC S,Bien,39,2012
5240,2014,DSA,0.0,1.0,1.0,0.0,3.0,4.0,"Sciences économiques, gestion",6.0,Femme,4,"Droit, gestion, économie, AES",En retard de plus d'un an,1.0,2,2,P,R2,0.0,0.0,0.0,Sciences de gestion,1.0,BAC STMG,Passable deuxième groupe,39,2012
5241,2014,DSA,0.0,1.0,2.0,0.0,0.0,19.0,"Sciences économiques, gestion",4.0,Homme,2,"Droit, gestion, économie, AES",En retard de plus d'un an,2.0,2,1,Q,R2,1.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,2.0,BAC ES,Inconnue,62,2012
5242,2014,DSA,2.0,3.0,3.0,1.0,5.0,15.0,"Sciences économiques, gestion",12.0,Femme,3,"Droit, gestion, économie, AES",En retard de plus d'un an,5.0,2,2,P,R2,2.0,0.0,1.0,Pluridisciplinaire sciences économiques et gestion,1.0,BAC S,Passable deuxième groupe,62,2012
5243,2014,DSA,2.0,0.0,2.0,0.0,0.0,4.0,"Sciences économiques, gestion",1.0,Homme,4,"Droit, gestion, économie, AES",En retard de plus d'un an,1.0,2,1,B,R2,1.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,0.0,BAC STMG,Bien,62,2012
5244,2014,DSA,1.0,1.0,2.0,0.0,4.0,22.0,Administration économique et sociale,14.0,Femme,1,"Droit, gestion, économie, AES",En retard d'un an,2.0,3,2,P,R1,1.0,0.0,0.0,Administration économique et sociale,1.0,BAC L,Passable deuxième groupe,40,2012
5245,2014,DSA,2.0,1.0,3.0,0.0,3.0,16.0,Administration économique et sociale,6.0,Femme,1,"Droit, gestion, économie, AES",En retard de plus d'un an,3.0,3,2,P,R2,2.0,0.0,0.0,Administration économique et sociale,1.0,BAC L,Passable deuxième groupe,40,2012
5246,2014,DSA,0.0,2.0,1.0,0.0,2.0,2.0,Administration économique et sociale,4.0,Homme,4,"Droit, gestion, économie, AES",En retard d'un an,4.0,3,1,B,R1,2.0,0.0,0.0,Administration économique et sociale,1.0,BAC STMG,Bien,40,2012
5247,2014,DSA,0.0,1.0,0.0,0.0,3.0,19.0,Administration économique et sociale,12.0,Femme,5,"Droit, gestion, économie, AES",En retard d'un an,2.0,3,2,P,R1,1.0,0.0,0.0,Administration économique et sociale,0.0,BAC technologique hors STMG,Passable deuxième groupe,40,2012
5248,2014,DSA,0.0,0.0,0.0,0.0,0.0,7.0,Administration économique et sociale,1.0,Homme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,3,1,D,R2,0.0,0.0,0.0,Administration économique et sociale,0.0,BAC technologique hors STMG,Passable premier groupe,40,2012
5249,2014,LLSH,6.0,2.0,9.0,0.0,4.0,20.0,"Lettres, sciences du langage, arts",18.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,8.0,4,2,P,R1,6.0,0.0,0.0,"Sciences du langage, linguistique",3.0,BAC L,Passable deuxième groupe,17,2012
5250,2014,LLSH,20.0,5.0,22.0,0.0,5.0,34.0,"Lettres, sciences du langage, arts",58.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,47.0,4,2,B,R0,42.0,0.0,0.0,"Sciences du langage, linguistique",2.0,BAC ES,Bien,17,2012
5251,2014,LLSH,16.0,7.0,19.0,2.0,10.0,36.0,"Lettres, sciences du langage, arts",39.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,22.0,4,2,P,R0,15.0,2.0,0.0,"Sciences du langage, linguistique",3.0,BAC ES,Passable deuxième groupe,17,2012
5252,2014,LLSH,2.0,1.0,3.0,0.0,1.0,7.0,"Lettres, sciences du langage, arts",4.0,Femme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,4.0,4,2,D,R2,3.0,0.0,0.0,"Sciences du langage, linguistique",1.0,BAC ES,Passable premier groupe,17,2012
5253,2014,LLSH,1.0,0.0,1.0,0.0,1.0,2.0,"Lettres, sciences du langage, arts",2.0,Femme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,4,2,D,R2,1.0,0.0,0.0,"Sciences du langage, linguistique",0.0,BAC S,Passable premier groupe,17,2012
5254,2014,LLSH,0.0,2.0,1.0,0.0,2.0,4.0,"Lettres, sciences du langage, arts",5.0,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,3.0,4,2,C,R1,1.0,0.0,0.0,"Sciences du langage, linguistique",1.0,BAC technologique hors STMG,Assez bien,17,2012
5255,2014,LLSH,1.0,1.0,1.0,0.0,2.0,8.0,"Lettres, sciences du langage, arts",14.0,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,1.0,4,2,D,R1,0.0,0.0,0.0,"Sciences du langage, linguistique",0.0,BAC technologique hors STMG,Passable premier groupe,17,2012
5256,2014,LLSH,236.0,67.0,298.0,6.0,108.0,427.0,"Lettres, sciences du langage, arts",550.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,411.0,4,2,C,R0,344.0,5.0,1.0,Langues et littératures françaises,62.0,BAC L,Assez bien,19,2012
5257,2014,LLSH,6.0,2.0,12.0,0.0,8.0,35.0,"Lettres, sciences du langage, arts",34.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,17.0,4,2,D,R2,15.0,0.0,0.0,Langues et littératures françaises,6.0,BAC L,Passable premier groupe,19,2012
5258,2014,LLSH,3.0,0.0,5.0,3.0,2.0,9.0,"Lettres, sciences du langage, arts",12.0,Femme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,4,2,C,R0,4.0,1.0,2.0,Langues et littératures françaises,2.0,BAC technologique hors STMG,Assez bien,19,2012
5259,2014,LLSH,,1.0,,0.0,1.0,,"Lettres, sciences du langage, arts",1.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,4,2,Q,R2,0.0,0.0,0.0,Langues et littératures françaises,,BAC technologique hors STMG,Inconnue,19,2012
5260,2014,LLSH,33.0,13.0,39.0,2.0,15.0,59.0,"Lettres, sciences du langage, arts",127.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,107.0,4,2,A,R0,94.0,1.0,1.0,Arts,6.0,BAC L,Très bien,21,2012
5261,2014,LLSH,25.0,12.0,36.0,0.0,29.0,130.0,"Lettres, sciences du langage, arts",77.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,36.0,4,2,P,R1,24.0,0.0,0.0,Arts,11.0,BAC L,Passable deuxième groupe,21,2012
5262,2014,LLSH,1.0,0.0,1.0,0.0,0.0,5.0,"Lettres, sciences du langage, arts",6.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,4.0,4,2,Q,R2,4.0,0.0,0.0,Arts,0.0,BAC L,Inconnue,21,2012
5263,2014,LLSH,1.0,1.0,1.0,0.0,1.0,3.0,"Lettres, sciences du langage, arts",4.0,Femme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,3.0,4,2,Q,R2,2.0,0.0,0.0,Arts,0.0,BAC ES,Inconnue,21,2012
5264,2014,LLSH,6.0,3.0,8.0,0.0,14.0,37.0,"Lettres, sciences du langage, arts",47.0,Homme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,16.0,4,1,P,R0,13.0,0.0,0.0,Arts,2.0,BAC S,Passable deuxième groupe,21,2012
5265,2014,LLSH,0.0,1.0,1.0,0.0,10.0,23.0,"Lettres, sciences du langage, arts",24.0,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,1.0,4,1,P,R4,0.0,0.0,0.0,Arts,1.0,BAC professionnel,Passable deuxième groupe,21,2012
5266,2014,LLSH,2.0,6.0,5.0,0.0,10.0,23.0,"Lettres, sciences du langage, arts",31.0,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,12.0,4,1,Q,R4,6.0,0.0,0.0,Arts,3.0,BAC professionnel,Inconnue,21,2012
5267,2014,LLSH,1.0,,1.0,,,2.0,"Lettres, sciences du langage, arts",,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,,4,2,P,R1,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC L,Passable deuxième groupe,64,2012
5268,2014,LLSH,2.0,0.0,4.0,0.0,2.0,7.0,"Lettres, sciences du langage, arts",4.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,4,2,D,R0,2.0,0.0,0.0,"Pluridisciplinaire lettres, sciences du langage, arts",2.0,BAC ES,Passable premier groupe,64,2012
5269,2014,LLSH,,0.0,,0.0,1.0,,"Lettres, sciences du langage, arts",1.0,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,0.0,4,1,D,R1,0.0,0.0,0.0,"Pluridisciplinaire lettres, sciences du langage, arts",,BAC STMG,Passable premier groupe,64,2012
5270,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,,4,2,D,R2,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC STMG,Passable premier groupe,64,2012
5271,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Femme,6,"Lettres, langues et sciences humaines",Non pris en compte,,4,2,B,R4,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC professionnel,Bien,64,2012
5272,2014,LLSH,4.0,1.0,4.0,0.0,2.0,8.0,Langues,21.0,Homme,1,"Lettres, langues et sciences humaines",En retard d'un an,17.0,5,1,B,R1,16.0,0.0,0.0,Langues et littératures étrangères,0.0,BAC L,Bien,23,2012
5273,2014,LLSH,47.0,46.0,72.0,4.0,65.0,141.0,Langues,245.0,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,171.0,5,2,D,R0,125.0,3.0,1.0,Langues et littératures étrangères,25.0,BAC S,Passable premier groupe,23,2012
5274,2014,LLSH,10.0,1.0,12.0,1.0,2.0,24.0,Langues,25.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,15.0,5,2,Q,R0,14.0,1.0,0.0,Langues étrangères appliquées,2.0,BAC ES,Inconnue,24,2012
5275,2014,LLSH,18.0,7.0,28.0,0.0,8.0,50.0,Langues,46.0,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,34.0,5,2,D,R1,27.0,0.0,0.0,Langues étrangères appliquées,10.0,BAC S,Passable premier groupe,24,2012
5276,2014,LLSH,4.0,1.0,4.0,0.0,3.0,14.0,Langues,13.0,Femme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,6.0,5,2,D,R2,5.0,0.0,0.0,Langues étrangères appliquées,0.0,BAC S,Passable premier groupe,24,2012
5277,2014,LLSH,0.0,2.0,0.0,1.0,3.0,2.0,Langues,8.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,5,1,B,R0,2.0,0.0,1.0,Langues étrangères appliquées,0.0,BAC STMG,Bien,24,2012
5278,2014,LLSH,16.0,14.0,37.0,3.0,37.0,112.0,Langues,155.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,49.0,5,2,C,R0,35.0,3.0,0.0,Langues étrangères appliquées,21.0,BAC STMG,Assez bien,24,2012
5279,2014,LLSH,0.0,0.0,0.0,0.0,0.0,2.0,Langues,1.0,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,5,2,B,R2,0.0,0.0,0.0,Langues étrangères appliquées,0.0,BAC STMG,Bien,24,2012
5280,2014,LLSH,0.0,0.0,0.0,0.0,0.0,1.0,Langues,4.0,Femme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,5,2,A,R0,4.0,0.0,0.0,Langues étrangères appliquées,0.0,BAC technologique hors STMG,Très bien,24,2012
5281,2014,LLSH,0.0,0.0,1.0,0.0,4.0,6.0,Langues,11.0,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,2.0,5,1,P,R1,2.0,0.0,0.0,Langues étrangères appliquées,1.0,BAC technologique hors STMG,Passable deuxième groupe,24,2012
5282,2014,LLSH,0.0,0.0,0.0,0.0,0.0,4.0,Langues,2.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,5,1,C,R2,0.0,0.0,0.0,Langues étrangères appliquées,0.0,BAC technologique hors STMG,Assez bien,24,2012
5283,2014,LLSH,2.0,,2.0,,,4.0,Langues,,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,,5,2,Q,R0,,,,Cultures et langues régionales,0.0,BAC L,Inconnue,25,2012
5284,2014,LLSH,0.0,,0.0,,,3.0,Langues,,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,,5,2,Q,R2,,,,Cultures et langues régionales,0.0,BAC STMG,Inconnue,25,2012
5285,2014,LLSH,0.0,1.0,0.0,0.0,1.0,4.0,Sciences humaines et sociales,4.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,3.0,6,2,C,R1,2.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC ES,Assez bien,26,2012
5286,2014,LLSH,0.0,0.0,0.0,0.0,0.0,5.0,Sciences humaines et sociales,2.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,2,P,R1,0.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC ES,Passable deuxième groupe,26,2012
5287,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,1.0,6,1,A,R1,1.0,0.0,0.0,"Philosophie, épistémologie",,BAC S,Très bien,26,2012
5288,2014,LLSH,,0.0,,0.0,1.0,,Sciences humaines et sociales,1.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,2,B,R1,0.0,0.0,0.0,"Philosophie, épistémologie",,BAC STMG,Bien,26,2012
5289,2014,LLSH,0.0,1.0,1.0,0.0,2.0,5.0,Sciences humaines et sociales,6.0,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,6,2,D,R2,0.0,0.0,0.0,"Philosophie, épistémologie",1.0,BAC STMG,Passable premier groupe,26,2012
5290,2014,LLSH,2.0,0.0,2.0,0.0,1.0,3.0,Sciences humaines et sociales,2.0,Homme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,0.0,6,1,C,R0,0.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC technologique hors STMG,Assez bien,26,2012
5291,2014,LLSH,1.0,,1.0,,,1.0,Sciences humaines et sociales,,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,,6,1,B,R2,,,,"Philosophie, épistémologie",0.0,BAC technologique hors STMG,Bien,26,2012
5292,2014,LLSH,2.0,0.0,2.0,0.0,0.0,8.0,Sciences humaines et sociales,2.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,6,1,D,R2,0.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC technologique hors STMG,Passable premier groupe,26,2012
